Power_Total;SWD;SWDtop;CU;CM;CD;TT2M;ST;RH2m;WS10m;WS100m;PREC;SNOW;Month;Day;Hour
0.0;0.0;0.0;1.0;0.0;0.49926095163107354;20.10594930989825;24.546067067967464;100.0;8.97339792887434;16.232602608618947;0.048659019859725955;0.0;1;1;5.5
0.0;0.0;0.0;1.0;0.06237301507499915;0.14016098601138804;12.761871431755726;22.120032838852584;100.0;7.379842217475733;14.687414741306913;0.05630771501415775;0.0;1;1;5.75
0.0;0.0;0.0;0.9831618370954534;0.24587176671086092;0.3951660908748402;30.562178888014518;12.485782486735692;100.0;8.400597543578925;12.532568259166199;0.01367684265547962;0.0;1;1;6.0
0.0;0.0;0.0;1.0;0.2709146775647551;0.004510259507712278;18.934626547222948;23.759399239506713;100.0;9.924939287726646;16.77334250074926;0.037673762839265046;0.0;1;1;6.25
0.0;0.0;0.0;1.0;0.4805632774754427;0.04356659512327893;16.830626284501598;8.961512747652169;100.0;5.775241605872155;13.026112101311;0.0;0.0;1;1;6.5
0.0;0.0;0.0;1.0;0.0;0.23659091911846425;11.908132349232602;10.59951947640752;100.0;8.329093112085705;11.160611297986511;0.0;0.0;1;1;6.75
0.0;0.0;0.0;1.0;0.23003265993037653;0.07059301880349311;18.50724148330361;17.932976088558874;100.0;5.504612079302703;6.683870559371909;0.0;0.0;1;1;7.0
0.0;0.0;0.0;0.4283084199504672;0.5119343059162847;0.35878068164037213;27.109083359338257;22.259363983259362;100.0;8.099901298131153;11.428415538615823;0.060098222923849504;0.0;1;1;7.25
0.0;0.0;0.0;1.0;0.22650267673834984;0.39880730066513;20.661071935911643;30.260999174435383;100.0;7.271196869532351;15.858871429117592;0.03700610588869246;0.0;1;1;7.5
0.0;0.0;0.0;1.0;0.12182663910980926;0.576861288972136;16.266159401717438;19.73611463241734;100.0;2.08178434414503;11.490057783663591;0.05988603510458171;0.0;1;1;7.75
0.0;0.0;0.0;1.0;0.21488468639246333;0.2394233867421374;0.49298222202952857;11.041874909617494;100.0;3.367001048774327;15.288074463135343;0.0;0.0;1;1;8.0
0.0;0.0;0.0;0.4822172922157728;0.13591841658465978;0.0;16.33462223790687;22.880913967347944;100.0;8.760593494255271;17.197933622525245;0.05524713366569635;0.0;1;1;8.25
158.0;0.0;0.0;0.8982589698513812;0.0;0.0;20.08668456352629;21.69069508513027;100.0;4.568050376860117;9.906635994561265;0.026882919275611657;0.0;1;1;8.5
1277.0;0.0;0.0;1.0;0.0;1.0;17.99571348064906;17.817182165576728;100.0;5.326356517980653;11.559626875401264;0.03545871408166325;0.0;1;1;8.75
7445.0;0.0;0.0;1.0;0.0;0.27472109173275305;10.525314140309337;22.089377870255603;100.0;6.436966593473285;17.350449165816087;0.06330190494363304;0.0;1;1;9.0
14040.0;0.0;0.0;1.0;0.0;0.43736588825171374;17.17554111905016;26.066538810132947;100.0;5.247669457230323;11.149263649349873;0.07037901891735991;0.0;1;1;9.25
20004.0;0.0;0.0;1.0;0.07010461381414107;0.7115660797684461;19.27752297506092;18.972889632349737;100.0;6.606921299103191;13.164803802299385;0.1351164920452789;0.0;1;1;9.5
31098.0;0.0;0.0;1.0;0.0042160688349452136;0.0;29.191600533455944;16.152541890917416;100.0;5.070876794845307;13.046222203565108;0.0;0.0;1;1;9.75
35872.0;0.0;0.0;0.2909240495698202;0.0;0.3906681761602899;21.117832103217992;24.695095917103764;100.0;7.792038987432222;13.525384897341404;0.04216371143087136;0.0;1;1;10.0
38616.0;11.35;62.15;1.0;0.2578357592582894;0.6536294078503733;18.25574125883747;24.06153654247153;100.0;5.941849533025649;16.037296162953915;0.0;0.0;1;1;10.25
42944.0;11.35;62.15;1.0;0.576709906579722;0.9099867996218699;27.64501339470383;31.752910798404923;100.0;7.123214808711067;13.947325933174156;0.0;0.0;1;1;10.5
50688.0;23.47;99.59;1.0;0.01266515586953526;1.0;13.98415263035336;25.97949582105334;100.0;6.203928817096761;13.351724719120783;0.0001969592139897565;0.0;1;1;10.75
69882.0;46.19;169.79;1.0;0.4781947393369853;0.13994891516102245;19.528257146574173;26.549322289059692;100.0;4.957065847784769;13.025376877433736;0.0392346185980149;0.0;1;1;11.0
63871.0;67.58;217.01;1.0;0.0;0.0;29.39973712976396;32.785733779826856;100.0;6.140848927665486;10.377577083411554;0.048489370783899505;0.0;1;1;11.25
67014.0;84.97;245.87;1.0;0.25887848891749565;0.0;25.875438745692;8.994650327215739;100.0;6.989054315593945;7.790262230449845;0.0;0.0;1;1;11.5
65281.0;101.96;272.25;1.0;0.40828007424052626;0.022856212027632494;26.666397594202785;32.84734003217104;100.0;7.811891568860151;13.561771104493399;0.0;0.0;1;1;11.75
80806.0;118.6;296.46;1.0;0.0;0.06704391656263589;10.644522303342258;23.01010364312957;100.0;8.817071639224455;12.364802084574507;0.0;0.0;1;1;12.0
90813.0;138.25;328.08;1.0;0.22361624112296108;0.0;15.955813979329507;11.950501547126576;100.0;5.304914793007895;14.085990839404742;0.0;0.0;1;1;12.25
111764.0;149.43;345.72;1.0;0.0;0.05406780432870112;15.257647228769596;35.997605336579994;100.0;7.109924800190071;11.978926658284948;0.06813880769817271;0.0;1;1;12.5
146292.0;158.88;360.9;0.8606491907084799;0.5146246309617905;0.36260302001508293;24.47639884291703;14.403890753003893;100.0;5.859967352298457;10.225698199468646;0.16528081519411855;0.0;1;1;12.75
119617.0;166.81;373.91;1.0;0.06436945379498368;0.2105817033928088;2.909761773090654;16.385410229493147;100.0;6.500861351275974;13.470201198553706;0.07385860445729392;0.0;1;1;13.0
46439.0;173.27;387.78;1.0;0.5973342436508966;0.3215747677104414;17.592570630205344;30.094374707325052;100.0;9.055259240634735;15.90322239494633;0.0;0.0;1;1;13.25
109509.0;174.55;393.01;1.0;0.41408317389197646;0.4150854273532806;17.769240837902032;9.726627548782496;100.0;4.621589593417772;12.899941466158253;0.031181788444458354;0.0;1;1;13.5
85426.0;174.34;395.95;1.0;0.5672793334944877;0.5062588731486529;20.02596539963364;15.295971702824946;100.0;9.207900221947;11.758348734891891;0.0;0.0;1;1;13.75
98897.0;172.84;396.88;1.0;0.17756126095160327;0.2739811523333698;31.056791618159167;14.212922721981547;100.0;4.703004716344883;19.569714506013447;0.0;0.0;1;1;14.0
87065.0;167.02;392.04;1.0;0.0;0.8363773389990993;22.22446226378726;26.294449881943194;100.0;6.688633327454879;12.783389280427038;0.0;0.0;1;1;14.25
66815.0;160.77;384.51;1.0;0.36799080069292545;0.6383994299759872;42.394922961482926;9.156778082338061;100.0;5.813076811934849;11.097229906802088;0.10895109909970298;0.0;1;1;14.5
78807.0;153.31;375.01;0.37086309681421303;0.27734410192066117;1.0;19.429659275040045;14.40825549652087;100.0;9.73700268449911;14.292001992179678;0.06155988716700157;0.0;1;1;14.75
56201.0;144.81;363.79;1.0;0.156931249827437;0.24062295345600887;25.21796547027406;24.923281309076067;100.0;5.91636998370749;15.71383176389073;0.0;0.0;1;1;15.0
47865.0;126.86;340.59;1.0;0.0015074513166170311;0.14685618330745992;28.039942981123325;36.33452318477844;100.0;4.672652620115023;9.514006138749384;0.0;0.0;1;1;15.25
25550.0;114.84;320.79;0.6619708142288971;0.5108261897298897;0.30813026968010965;12.595965099072997;15.783845851352872;100.0;8.753005522227904;11.565449440627084;0.06591373090468539;0.0;1;1;15.5
16423.0;102.8;299.5;1.0;0.0;0.4532043227963253;32.64264128003789;31.857507325836693;100.0;6.271362175430816;13.666600345261323;0.011950113689192039;0.0;1;1;15.75
16267.0;90.75;276.91;0.9815485293189814;0.02041677120536356;0.3907890931876072;34.89193694009782;19.49855753855125;100.0;6.796859566319222;12.84736669194911;0.045556825757114526;0.0;1;1;16.0
8265.0;72.4;236.92;1.0;0.5130278122105729;0.6968774482808033;24.496601382226842;30.80522157121171;100.0;3.985030244715687;15.327568443501955;0.0;0.0;1;1;16.25
3925.0;59.72;206.21;0.7759839084667386;0.2157440819153752;0.25126116168216106;28.764140283707412;19.436728139128583;100.0;6.235617794186977;13.565848099809287;0.03710387871648484;0.0;1;1;16.5
338.0;47.51;174.58;0.9948397249151952;0.2923252305941574;0.0;12.414030330932734;27.240553406093305;100.0;5.170538649094164;15.725076700435267;0.0;0.0;1;1;16.75
0.0;35.72;142.15;0.11472701508856264;0.14107611143437299;0.30154430427569473;26.773943297960916;11.007482821849615;100.0;7.505279483418623;15.132275581920258;0.0021995355783937746;0.0;1;1;17.0
0.0;19.38;88.09;1.0;0.3450739840699898;0.48514101916517716;37.4911913705266;21.622028446254006;100.0;7.614706155909818;10.596010371758899;0.019381353824570638;0.0;1;1;17.25
0.0;19.38;88.09;0.8715796547737442;0.6379997109367658;0.9229430304996661;15.694558440310773;13.437845309518378;100.0;5.868883990576867;10.858901738036998;0.02709998817651445;0.0;1;1;17.5
0.0;0.0;0.0;1.0;0.0;0.2001299399434075;33.620848838088634;14.91069288860584;100.0;6.490362461529317;9.615533670556136;0.02823311391317293;0.0;1;1;17.75
0.0;0.0;0.0;0.7061722508719447;0.0;0.5362985681296447;20.305790873809524;35.05843427065262;100.0;6.635698059863893;13.197668128532435;0.0;0.0;1;1;18.0
0.0;0.0;0.0;0.6637675765421664;0.5764987049415785;0.371058767105121;28.14934211614614;22.089494440124426;100.0;2.6924951980082175;8.402290769889733;0.025180647065762122;0.0;1;1;18.25
0.0;0.0;0.0;0.723353861054553;0.2415215204134634;1.0;33.57267904326467;27.059853808087535;100.0;9.152958722130021;12.245405623790909;0.0;0.0;1;1;18.5
0.0;0.0;0.0;0.10799227098748992;0.26456033822099884;0.79928782915062;22.569158440436308;12.052547519256587;100.0;7.124819266999024;13.674230152891333;0.0;0.0;1;1;18.75
0.0;0.0;0.0;0.46652280481898556;0.0;1.0;24.803275232768236;10.190055695533342;100.0;6.600822262833783;16.705377171933726;0.0;0.0;1;1;19.0
0.0;0.0;0.0;0.9515622025423282;0.2339861137898795;0.0;22.189331885244385;33.853047519514455;100.0;3.896821038226929;11.87384133819912;0.0;0.0;1;1;19.25
0.0;0.0;0.0;0.0;0.748112961183571;0.12939511819234448;18.552622588844365;16.714719529874458;100.0;7.972458077183374;13.9140275418174;0.0;0.0;1;1;19.5
0.0;0.0;0.0;0.0;0.11662494446706302;0.761782511582237;27.312689111404367;24.7386354464536;100.0;6.469545882638092;17.270676099545742;0.040974916420002686;0.0;1;1;19.75
0.0;0.0;0.0;0.14827904971577055;0.023881982447955488;0.945503999680421;4.0419905478741835;12.342430952687671;100.0;4.954260073849268;7.995048348681769;0.09710280915829125;0.0;1;1;20.0
0.0;0.0;0.0;0.5254148083817396;0.0;0.37559190499380984;10.597346289548314;27.50152927330126;100.0;8.69159894813285;15.222404442696437;0.01723442368473259;0.0;1;1;20.25
0.0;0.0;0.0;0.215258852738467;0.14791639536071857;0.2853192159715623;18.93836334446094;7.596381649856232;100.0;5.719315007291015;12.8201671558833;0.02954823611207964;0.0;1;1;20.5
0.0;0.0;0.0;0.0;0.04738390668367795;0.0;13.37394900333177;25.080568517455212;100.0;5.698013076883711;14.887217178128115;0.01868924102512382;0.0;1;1;20.75
0.0;0.0;0.0;0.0662744423297515;0.4674144861387599;0.0;11.64988053275041;21.46659978609652;100.0;6.818413424615306;14.142642458468863;0.0;0.0;1;1;21.0
0.0;0.0;0.0;0.3784597993605733;0.03125482086217855;0.0;23.31686759000612;9.671082613708878;100.0;6.424473895534923;14.46276054360645;0.0;0.0;1;1;21.25
0.0;0.0;0.0;0.2516267352761735;0.19724491827833782;0.0;18.426640552056632;25.131813051576973;100.0;7.254207940688256;14.613881542702906;0.01072095443060219;0.0;1;1;21.5
0.0;0.0;0.0;0.9310228627641762;0.0;0.8194532330302193;34.411966080154066;29.089418878643855;100.0;4.894461913285403;10.49227036383994;0.0;0.0;1;1;21.75
0.0;0.0;0.0;0.6476156515174802;0.4652082641259926;0.8189590553276955;22.839234067492438;25.40212054200378;100.0;4.797149274007696;13.41091477165757;0.054489624186356236;0.0;1;1;22.0
0.0;0.0;0.0;0.6931266272590061;0.0;0.129341166894332;18.619649342664477;25.235535899029443;100.0;5.593334546046763;16.63611317413105;0.015453833622181676;0.0;1;1;22.25
0.0;0.0;0.0;0.0;0.09652521265199837;0.4937241799853381;28.59345759823761;9.937947350035804;100.0;5.6441671711076555;14.33090782818439;0.11697433162198337;0.0;1;1;22.5
0.0;0.0;0.0;0.6269327010599538;0.0;0.14141524819630652;21.181402762160218;26.088532584370803;100.0;8.49153957242568;15.865287960780405;0.041434566539868385;0.0;1;2;1.0
0.0;0.0;0.0;1.0;0.0;0.9193678324075146;24.2696099521103;27.221660360433397;100.0;7.286581094821923;16.207702416512426;0.10195275846331114;0.0;1;2;1.25
0.0;0.0;0.0;0.44833503515870493;0.4522042348983063;0.48904446934075096;19.433992180590657;21.952263310191846;100.0;8.848852146794485;14.310565621706644;0.0184857517646582;0.0;1;2;1.5
0.0;0.0;0.0;0.49159746819040906;0.0;0.7965407197071519;20.825080555312113;13.7850876040971;100.0;8.267239063950125;21.069161695582537;0.0;0.0;1;2;1.75
0.0;0.0;0.0;0.15756695453454703;0.0;1.0;34.35627212847061;30.821856182898767;100.0;5.876861004623894;9.813218395078545;0.015729496915214795;0.0;1;2;2.0
0.0;0.0;0.0;0.4255054653116078;0.6263807912755579;0.7274431289785619;19.181688786439288;49.5507150442622;100.0;9.888823389722939;11.649147486493955;0.05639318932955077;0.0;1;2;2.25
0.0;0.0;0.0;0.04478774623954346;0.0;0.7320149858975536;19.431185549764773;11.725093269592625;100.0;6.762069909811181;7.202238011197152;0.09383672762590248;0.0;1;2;2.5
0.0;0.0;0.0;0.0;0.03559496093391307;0.0;13.950554999428746;24.106732583038102;100.0;6.725080584629196;15.80328258261643;0.0;0.0;1;2;2.75
0.0;0.0;0.0;0.0;0.923564059202415;0.7462296303629703;19.11489391337256;27.72762378928632;100.0;5.875415584407334;16.15386526064366;0.061294194620779396;0.0;1;2;3.0
0.0;0.0;0.0;0.4330337276863948;0.48494384383294453;0.9161701416316054;29.337127671007224;28.85045806531248;100.0;8.07022056882049;16.182976943462418;0.0;0.0;1;2;3.25
0.0;0.0;0.0;0.0;0.0;0.7151138724534267;9.675814747854151;23.539175904834394;100.0;9.182235569266235;12.589565906567255;0.0;0.0;1;2;3.5
0.0;0.0;0.0;0.30314945457061815;0.46461435400875806;0.0;14.355978449453719;30.936151436636834;100.0;5.097280275251597;12.293343368098546;0.04955298705493219;0.0;1;2;3.75
0.0;0.0;0.0;0.14106339478112825;0.35172907948085275;0.13000007079919906;22.42576925862895;18.065507839680897;100.0;7.945116676319325;15.725062789535103;0.0;0.0;1;2;4.0
0.0;0.0;0.0;0.4876931560307456;0.1901992585378958;0.024693932973097854;30.298573204064674;45.74099677072561;100.0;9.621289894269317;14.705918322065212;0.0;0.0;1;2;4.25
0.0;0.0;0.0;0.3914057503901359;0.3090695032210252;0.3729777956227276;18.254202714616007;21.126377842928243;100.0;9.170145421744373;12.098148710120533;0.0072898300642831385;0.0;1;2;4.5
0.0;0.0;0.0;0.1758806467230123;0.1725963919740322;0.3723234833501901;30.007829747007563;23.288207865404097;100.0;7.248644834594582;15.09618778186186;0.0008773880910812534;0.0;1;2;4.75
0.0;0.0;0.0;0.18824577613140586;0.0;0.715609790111962;22.099040568889638;11.423096730318663;100.0;7.458043397848324;15.122322873571376;0.0;0.0;1;2;5.0
0.0;0.0;0.0;0.6536161104301327;1.0;0.6552082959268358;12.441217835465437;27.940617648684594;100.0;7.223983829330352;14.373685187454027;0.12392641059768772;0.0;1;2;5.25
0.0;0.0;0.0;1.0;1.0;0.09154406069407467;18.958329355850623;12.853137499916526;100.0;8.706725803671418;13.342939007947741;0.015653751094960915;0.0;1;2;5.5
0.0;0.0;0.0;0.43108430821229793;0.5636052598794796;0.526395924029507;17.38330901873885;18.709056184666643;100.0;9.03997292112831;14.457854709444959;0.02091148769061457;0.0;1;2;5.75
0.0;0.0;0.0;0.1908705443590021;0.9326531151616606;0.2865174156794412;37.27546865627977;38.54136073534122;100.0;8.195619819393087;10.207015103287963;0.0;0.0;1;2;6.0
0.0;0.0;0.0;1.0;0.27515761584982956;0.0;35.57917969198098;16.680178904889747;100.0;5.900122196487853;22.029851322078358;0.015802754987047803;0.0;1;2;6.25
0.0;0.0;0.0;0.3266204587831401;0.4775815644207769;0.026540034174896587;31.40902448488837;22.83327232926213;100.0;7.385433105144623;14.36074762844718;0.08539024037213304;0.0;1;2;6.5
0.0;0.0;0.0;0.703612942801427;0.28242167248231476;0.9195633001447422;17.33654884728142;21.57749095040448;100.0;7.206835790192867;15.304619971141271;0.030908467459703663;0.0;1;2;6.75
0.0;0.0;0.0;0.8002607347677961;0.8254600453794472;0.5386480633431842;28.66939112166532;36.50630774540487;100.0;6.660824947389136;10.485777480721504;0.03566229060437155;0.0;1;2;7.0
0.0;0.0;0.0;0.47580036461543296;0.15182303851909884;0.0;24.407449461096995;14.811543168137806;100.0;7.260262809205766;18.588096936080085;0.0;0.0;1;2;7.25
0.0;0.0;0.0;0.9917734890473352;0.0;0.0;29.076325001648563;13.838845420362876;100.0;10.29356442117301;12.209733320932855;0.07427862750051435;0.0;1;2;7.5
0.0;0.0;0.0;1.0;0.15053195628863839;0.10667267075275841;8.910375824925742;24.478277418611675;100.0;5.473633218936465;14.253026769644466;0.0;0.0;1;2;7.75
0.0;0.0;0.0;1.0;0.0;0.38144691301785694;18.797838088746744;24.0307796248862;100.0;4.534104712382474;16.228588565785202;0.0;0.0;1;2;8.0
0.0;0.0;0.0;1.0;0.0;0.2601719760688065;32.243901438535175;19.9641722749244;100.0;5.806332963180128;13.205005021349141;0.0;0.0;1;2;8.25
0.0;0.0;0.0;1.0;0.0;0.0;30.89444640380696;34.70929926498812;100.0;7.077321673858979;16.469762645768288;0.0;0.0;1;2;8.5
0.0;0.0;0.0;0.9009224826008496;0.0;0.23880849133868748;38.60529499975031;15.475751730849943;100.0;9.113604326970616;18.026438862011876;0.11217024063335132;0.0;1;2;8.75
2.0;0.0;0.0;1.0;0.0;0.4967877656388504;29.26542804639004;16.392281399564055;100.0;6.7583617227864;14.156258156231477;0.03881522216625877;0.0;1;2;9.0
0.0;0.0;0.0;1.0;0.3103556608543824;0.39370706984505105;35.57333059309413;13.564302347608269;100.0;6.266727511809081;14.031496967266133;0.0;0.0;1;2;9.25
8.0;0.0;0.0;1.0;0.8510457791743713;0.9895068991702741;25.733117200989675;12.475785973619788;100.0;7.330183671205227;12.234759610878637;0.0;0.0;1;2;9.5
1120.0;0.0;0.0;1.0;0.39792776976915245;0.0;16.331066053118864;20.95818332786384;100.0;9.308774982798548;18.98592726114777;0.0011802139434936958;0.0;1;2;9.75
9725.0;0.0;0.0;0.6781466853294289;0.7533509121808868;0.4847009335580669;19.41348170085838;20.26085555172483;100.0;10.443637627925732;14.283489655221137;0.0;0.0;1;2;10.0
10847.0;11.66;65.2;0.9695693492255986;0.4338626222902888;0.10046726923832111;6.194189604084437;29.807627383608697;100.0;8.672884317344906;17.714564913582876;0.09263911723952753;0.0;1;2;10.25
11496.0;11.66;65.2;0.4432979975794289;0.838079516706655;0.12207362754562634;21.501785725086776;5.9164516685026705;100.0;7.737143261787802;13.586961667069795;0.022442311021712406;0.0;1;2;10.5
14231.0;27.96;102.6;1.0;0.34545687549812654;0.25415505303684105;13.258450672649118;36.706586018118514;100.0;9.39786709415176;19.085487257169508;0.05361701240742034;0.0;1;2;10.75
34923.0;58.53;172.72;0.9891189561388881;0.5931818176366978;0.28233567019902645;38.61396247634055;27.238021170996394;100.0;8.573545465995391;13.373963043164311;0.0;0.0;1;2;11.0
28847.0;91.31;219.86;0.5034861849379595;0.13023734584904473;0.0;22.243743812171225;21.39209591336875;100.0;9.47267414535223;14.892848809555975;0.01506494417735961;0.0;1;2;11.25
81922.0;111.4;248.66;0.6007109016847204;0.15904879842070238;0.0;16.114854735318733;25.96006925058653;100.0;6.608093173375546;13.764140372607109;0.10127603909870818;0.0;1;2;11.5
80040.0;129.74;274.97;0.02898520985482214;0.14292167262375136;0.07848158306794017;-1.8585234399735402;31.93689834754826;100.0;9.072781409323056;14.117124257071087;0.06979699430103464;0.0;1;2;11.75
53577.0;146.54;299.11;0.41678882140345597;0.2652824208584802;1.0;19.006130273471676;6.530503302464215;100.0;8.319426487255548;15.856885054165941;0.041026743836098445;0.0;1;2;12.0
18032.0;169.11;330.62;0.0;0.8993647644681555;0.0;29.442420093850416;23.276888818081915;100.0;9.24967241184472;14.765449980908354;0.042466024944530084;0.0;1;2;12.25
23148.0;181.82;348.19;0.2782008694277862;0.1127543348730497;0.0;25.43082464100329;19.279021594975482;100.0;6.79581841705059;16.068667521387603;0.0934563149262114;0.0;1;2;12.5
48580.0;193.69;363.29;0.38487220472336736;0.14410717909012946;0.5092369002746007;25.898976684488915;17.867393661130485;100.0;8.09029109022096;15.941230087832315;0.014912483654559515;0.0;1;2;12.75
42214.0;204.82;376.22;0.3186862130999365;0.0;1.0;13.174318356315815;22.29415256521584;100.0;9.306664414248072;17.531255096072023;0.07205534349856522;0.0;1;2;13.0
22103.0;192.35;389.95;0.0;0.0;0.401593943490158;26.778412848793373;27.984949700144554;100.0;7.963200874455867;11.767248407516618;0.03698504006015574;0.0;1;2;13.25
36400.0;209.66;395.09;0.36603898556114756;0.24638195328639925;0.0;30.87598396803126;19.047661511899086;100.0;9.092305137405212;15.37352268887119;0.0;0.0;1;2;13.5
23220.0;209.7;397.94;0.5992431176416526;0.17766323951070317;0.4963663337246904;19.942362680763978;33.3308128655699;100.0;10.066672410219123;13.812755108886993;0.055967926494376805;0.0;1;2;13.75
20145.0;194.63;398.77;0.16049738813481707;0.0;0.0;32.007879964759205;28.882474258683033;100.0;9.2341951484013;20.086105528549872;0.0;0.0;1;2;14.0
42566.0;212.35;393.79;0.07845850506615332;0.1320022458333557;0.8404034924575312;17.23335408493341;28.53912634465511;100.0;5.021025330046589;15.233217465710725;0.10973762071957961;0.0;1;2;14.25
16155.0;210.54;386.15;1.0;0.0;0.47778553284615677;22.261927821316604;32.11298042249216;100.0;8.027078240956733;16.015287014302466;0.019181492110664684;0.0;1;2;14.5
8028.0;204.52;376.56;0.32223420244481366;0.405245737041687;0.0;21.266501380976433;15.192911778283776;100.0;8.020638800680915;13.409402716658958;0.008126094240480355;0.0;1;2;14.75
8964.0;194.81;365.24;0.03289886541762235;0.49147996380548575;0.40135817737860535;25.458353227570598;28.064757888894313;100.0;9.711457588088837;13.811906860182267;0.12621673555854673;0.0;1;2;15.0
10604.0;180.46;341.89;0.9184627998196075;0.4683254055364354;0.8418307691952154;20.831801489138332;31.62960994648484;100.0;9.242879856261291;15.960522816235748;0.0419254177852264;0.0;1;2;15.25
16296.0;158.62;321.99;0.0;0.6762040032258774;0.31368184214075007;28.373845593239682;28.232788728494953;100.0;6.607825288970785;10.681894391896021;0.0;0.0;1;2;15.5
15577.0;142.22;300.6;0.5842603579374775;0.0;0.3965226893020949;23.443066361654974;10.107647278455607;100.0;9.486080975482045;15.553923678685532;0.09952116739834396;0.0;1;2;15.75
7535.0;130.56;277.91;0.36836454783575684;0.0;0.08511000507381827;9.631761675712976;39.73896233599467;100.0;7.748976205983704;13.707623909322717;0.11409419745604639;0.0;1;2;16.0
2399.0;111.58;237.78;0.5705097332180797;0.22697563556760197;0.5742399712078683;15.20676847646036;35.08526875164713;100.0;5.670661862584717;16.32716659307711;0.04593535144419311;0.0;1;2;16.25
537.0;91.57;206.98;0.11583126493688542;0.0;0.0;17.163593439808885;29.991545922393513;100.0;9.216038640349545;20.13478859144047;0.03558213145606626;0.0;1;2;16.5
5.0;69.7;175.26;0.8991100624080883;0.1151504363365364;0.5199642014844894;23.14133313515766;22.280450586518114;100.0;5.324288556015919;18.57055145935267;0.0;0.0;1;2;16.75
0.0;46.19;142.74;0.2447973695125677;0.0;0.9347455633711077;21.19777287970747;27.018671687917745;100.0;8.197147690486208;15.803535147122524;0.0;0.0;1;2;17.0
0.0;5.01;88.55;0.4213367824862473;0.15275414041825164;1.0;34.013185747449;13.601501302967721;100.0;8.47104870325581;12.627046621660051;0.008046839956593206;0.0;1;2;17.25
0.0;5.01;88.55;0.1119352871862026;0.031086204554742147;1.0;21.7656249552099;17.2647839643234;100.0;7.768289952001359;11.098211142272682;0.01784461953302203;0.0;1;2;17.5
0.0;0.0;0.1;0.0;0.13835246571526363;1.0;23.712111697854;37.18294522050658;100.0;8.065955926227211;14.432149177403863;0.14982856953594859;0.0;1;2;17.75
0.0;0.0;0.1;0.2170598108027637;0.35403659190129955;1.0;19.206732618949587;27.321494427933352;100.0;9.469042313823493;9.375797697194761;0.04361352530463425;0.0;1;2;18.0
0.0;0.0;0.0;0.0;0.5519315345736102;1.0;10.553379062849865;28.54165024616503;100.0;7.930950729033298;21.130254850835122;0.0;0.0;1;2;18.25
0.0;0.0;0.0;0.23579468492272246;0.0;0.892254236558575;14.359086105131118;21.01303056529239;100.0;8.735083116159576;14.447060299236426;0.0;0.0;1;2;18.5
0.0;0.0;0.0;0.0;0.0;1.0;23.90512528671852;10.288704752776638;100.0;11.839612667065861;12.959135498603022;0.0;0.0;1;2;18.75
0.0;0.0;0.0;0.0;0.0;1.0;24.74783704234337;31.090875309924527;100.0;8.557354572770706;16.60408755356753;0.026091549446231477;0.0;1;2;19.0
